x,L,M,S
822,1.0000,89.6247,0.03610
823,1.0000,89.6510,0.03611
824,1.0000,89.6774,0.03612
825,1.0000,89.7037,0.03613
826,1.0000,89.7300,0.03614
827,1.0000,89.7563,0.03615
828,1.0000,89.7825,0.03616
829,1.0000,89.8087,0.03617
830,1.0000,89.8349,0.03618
831,1.0000,89.8611,0.03620
832,1.0000,89.8873,0.03621
833,1.0000,89.9134,0.03622
834,1.0000,89.9395,0.03623
835,1.0000,89.9656,0.03624
836,1.0000,89.9917,0.03625
837,1.0000,90.0177,0.03626
838,1.0000,90.0437,0.03627
839,1.0000,90.0697,0.03628
840,1.0000,90.0957,0.03629
841,1.0000,90.1216,0.03630
842,1.0000,90.1476,0.03631
843,1.0000,90.1735,0.03632
844,1.0000,90.1994,0.03633
845,1.0000,90.2252,0.03634
846,1.0000,90.2510,0.03636
847,1.0000,90.2769,0.03637
848,1.0000,90.3026,0.03638
849,1.0000,90.3284,0.03639
850,1.0000,90.3541,0.03640
851,1.0000,90.3799,0.03641
852,1.0000,90.4056,0.03642
853,1.0000,90.4312,0.03643
854,1.0000,90.4569,0.03644
855,1.0000,90.4825,0.03645
856,1.0000,90.5081,0.03646
857,1.0000,90.5337,0.03647
858,1.0000,90.5592,0.03648
859,1.0000,90.5848,0.03649
860,1.0000,90.6103,0.03650
861,1.0000,90.6358,0.03651
862,1.0000,90.6612,0.03652
863,1.0000,90.6867,0.03653
864,1.0000,90.7121,0.03654
865,1.0000,90.7375,0.03655
866,1.0000,90.7628,0.03656
867,1.0000,90.7882,0.03657
868,1.0000,90.8135,0.03659
869,1.0000,90.8388,0.03660
870,1.0000,90.8641,0.03661
871,1.0000,90.8893,0.03662
872,1.0000,90.9146,0.03663
873,1.0000,90.9398,0.03664
874,1.0000,90.9650,0.03665
875,1.0000,90.9901,0.03666
876,1.0000,91.0153,0.03667
877,1.0000,91.0404,0.03668
878,1.0000,91.0655,0.03669
879,1.0000,91.0905,0.03670
880,1.0000,91.1156,0.03671
881,1.0000,91.1406,0.03672
882,1.0000,91.1656,0.03673
883,1.0000,91.1906,0.03674
884,1.0000,91.2155,0.03675
885,1.0000,91.2405,0.03676
886,1.0000,91.2654,0.03677
887,1.0000,91.2903,0.03678
888,1.0000,91.3151,0.03679
889,1.0000,91.3400,0.03680
890,1.0000,91.3648,0.03681
891,1.0000,91.3896,0.03682
892,1.0000,91.4144,0.03683
893,1.0000,91.4391,0.03684
894,1.0000,91.4639,0.03685
895,1.0000,91.4886,0.03686
896,1.0000,91.5133,0.03687
897,1.0000,91.5379,0.03688
898,1.0000,91.5626,0.03689
899,1.0000,91.5872,0.03690
900,1.0000,91.6118,0.03691
901,1.0000,91.6364,0.03692
902,1.0000,91.6609,0.03693
903,1.0000,91.6855,0.03694
904,1.0000,91.7100,0.03695
905,1.0000,91.7345,0.03696
906,1.0000,91.7590,0.03697
907,1.0000,91.7834,0.03698
908,1.0000,91.8078,0.03699
909,1.0000,91.8323,0.03700
910,1.0000,91.8566,0.03701
911,1.0000,91.8810,0.03702
912,1.0000,91.9053,0.03703
913,1.0000,91.9297,0.03704
914,1.0000,91.9540,0.03705
915,1.0000,91.9783,0.03706
916,1.0000,92.0025,0.03707
917,1.0000,92.0268,0.03708
918,1.0000,92.0510,0.03709
919,1.0000,92.0752,0.03710
920,1.0000,92.0993,0.03711
921,1.0000,92.1235,0.03711
922,1.0000,92.1476,0.03712
923,1.0000,92.1717,0.03713
924,1.0000,92.1958,0.03714
925,1.0000,92.2199,0.03715
926,1.0000,92.2440,0.03716
927,1.0000,92.2680,0.03717
928,1.0000,92.2920,0.03718
929,1.0000,92.3160,0.03719
930,1.0000,92.3400,0.03720
931,1.0000,92.3639,0.03721
932,1.0000,92.3879,0.03722
933,1.0000,92.4118,0.03723
934,1.0000,92.4357,0.03724
935,1.0000,92.4595,0.03725
936,1.0000,92.4834,0.03726
937,1.0000,92.5072,0.03727
938,1.0000,92.5310,0.03728
939,1.0000,92.5548,0.03729
940,1.0000,92.5786,0.03730
941,1.0000,92.6023,0.03730
942,1.0000,92.6261,0.03731
943,1.0000,92.6498,0.03732
944,1.0000,92.6735,0.03733
945,1.0000,92.6971,0.03734
946,1.0000,92.7208,0.03735
947,1.0000,92.7444,0.03736
948,1.0000,92.7680,0.03737
949,1.0000,92.7916,0.03738
950,1.0000,92.8152,0.03739
951,1.0000,92.8388,0.03740
952,1.0000,92.8623,0.03741
953,1.0000,92.8858,0.03742
954,1.0000,92.9093,0.03743
955,1.0000,92.9328,0.03743
956,1.0000,92.9562,0.03744
957,1.0000,92.9797,0.03745
958,1.0000,93.0031,0.03746
959,1.0000,93.0265,0.03747
960,1.0000,93.0499,0.03748
961,1.0000,93.0732,0.03749
962,1.0000,93.0966,0.03750
963,1.0000,93.1199,0.03751
964,1.0000,93.1432,0.03752
965,1.0000,93.1665,0.03753
966,1.0000,93.1898,0.03753
967,1.0000,93.2130,0.03754
968,1.0000,93.2363,0.03755
969,1.0000,93.2595,0.03756
970,1.0000,93.2827,0.03757
971,1.0000,93.3059,0.03758
972,1.0000,93.3290,0.03759
973,1.0000,93.3522,0.03760
974,1.0000,93.3753,0.03761
975,1.0000,93.3984,0.03762
976,1.0000,93.4215,0.03762
977,1.0000,93.4446,0.03763
978,1.0000,93.4676,0.03764
979,1.0000,93.4906,0.03765
980,1.0000,93.5137,0.03766
981,1.0000,93.5367,0.03767
982,1.0000,93.5596,0.03768
983,1.0000,93.5826,0.03769
984,1.0000,93.6056,0.03769
985,1.0000,93.6285,0.03770
986,1.0000,93.6514,0.03771
987,1.0000,93.6743,0.03772
988,1.0000,93.6972,0.03773
989,1.0000,93.7201,0.03774
990,1.0000,93.7429,0.03775
991,1.0000,93.7658,0.03776
992,1.0000,93.7886,0.03776
993,1.0000,93.8114,0.03777
994,1.0000,93.8342,0.03778
995,1.0000,93.8569,0.03779
996,1.0000,93.8797,0.03780
997,1.0000,93.9024,0.03781
998,1.0000,93.9252,0.03782
999,1.0000,93.9479,0.03782
1000,1.0000,93.9706,0.03783
1001,1.0000,93.9932,0.03784
1002,1.0000,94.0159,0.03785
1003,1.0000,94.0385,0.03786
1004,1.0000,94.0612,0.03787
1005,1.0000,94.0838,0.03788
1006,1.0000,94.1064,0.03788
1007,1.0000,94.1290,0.03789
1008,1.0000,94.1516,0.03790
1009,1.0000,94.1741,0.03791
1010,1.0000,94.1967,0.03792
1011,1.0000,94.2192,0.03793
1012,1.0000,94.2417,0.03793
1013,1.0000,94.2642,0.03794
1014,1.0000,94.2867,0.03795
1015,1.0000,94.3092,0.03796
1016,1.0000,94.3317,0.03797
1017,1.0000,94.3541,0.03798
1018,1.0000,94.3765,0.03798
1019,1.0000,94.3990,0.03799
1020,1.0000,94.4214,0.03800
1021,1.0000,94.4438,0.03801
1022,1.0000,94.4662,0.03802
1023,1.0000,94.4885,0.03802
1024,1.0000,94.5109,0.03803
1025,1.0000,94.5332,0.03804
1026,1.0000,94.5556,0.03805
1027,1.0000,94.5779,0.03806
1028,1.0000,94.6002,0.03807
1029,1.0000,94.6225,0.03807
1030,1.0000,94.6447,0.03808
1031,1.0000,94.6670,0.03809
1032,1.0000,94.6893,0.03810
1033,1.0000,94.7115,0.03811
1034,1.0000,94.7337,0.03811
1035,1.0000,94.7559,0.03812
1036,1.0000,94.7782,0.03813
1037,1.0000,94.8003,0.03814
1038,1.0000,94.8225,0.03815
1039,1.0000,94.8447,0.03815
1040,1.0000,94.8668,0.03816
1041,1.0000,94.8890,0.03817
1042,1.0000,94.9111,0.03818
1043,1.0000,94.9332,0.03819
1044,1.0000,94.9553,0.03819
1045,1.0000,94.9774,0.03820
1046,1.0000,94.9995,0.03821
1047,1.0000,95.0216,0.03822
1048,1.0000,95.0436,0.03822
1049,1.0000,95.0657,0.03823
1050,1.0000,95.0877,0.03824
1051,1.0000,95.1097,0.03825
1052,1.0000,95.1317,0.03826
1053,1.0000,95.1537,0.03826
1054,1.0000,95.1757,0.03827
1055,1.0000,95.1977,0.03828
1056,1.0000,95.2197,0.03829
1057,1.0000,95.2416,0.03829
1058,1.0000,95.2636,0.03830
1059,1.0000,95.2855,0.03831
1060,1.0000,95.3074,0.03832
1061,1.0000,95.3293,0.03833
1062,1.0000,95.3512,0.03833
1063,1.0000,95.3731,0.03834
1064,1.0000,95.3949,0.03835
1065,1.0000,95.4168,0.03836
1066,1.0000,95.4386,0.03836
1067,1.0000,95.4605,0.03837
1068,1.0000,95.4823,0.03838
1069,1.0000,95.5041,0.03839
1070,1.0000,95.5259,0.03839
1071,1.0000,95.5477,0.03840
1072,1.0000,95.5695,0.03841
1073,1.0000,95.5913,0.03842
1074,1.0000,95.6130,0.03842
1075,1.0000,95.6348,0.03843
1076,1.0000,95.6565,0.03844
1077,1.0000,95.6782,0.03845
1078,1.0000,95.6999,0.03845
1079,1.0000,95.7216,0.03846
1080,1.0000,95.7433,0.03847
1081,1.0000,95.7650,0.03848
1082,1.0000,95.7867,0.03848
1083,1.0000,95.8083,0.03849
1084,1.0000,95.8300,0.03850
1085,1.0000,95.8516,0.03850
1086,1.0000,95.8732,0.03851
1087,1.0000,95.8948,0.03852
1088,1.0000,95.9165,0.03853
1089,1.0000,95.9380,0.03853
1090,1.0000,95.9596,0.03854
1091,1.0000,95.9812,0.03855
1092,1.0000,96.0028,0.03856
1093,1.0000,96.0243,0.03856
1094,1.0000,96.0459,0.03857
1095,1.0000,96.0674,0.03858
1096,1.0000,96.0889,0.03858
1097,1.0000,96.1104,0.03859
1098,1.0000,96.1319,0.03860
1099,1.0000,96.1534,0.03861
1100,1.0000,96.1749,0.03861
1101,1.0000,96.1964,0.03862
1102,1.0000,96.2178,0.03863
1103,1.0000,96.2393,0.03863
1104,1.0000,96.2607,0.03864
1105,1.0000,96.2821,0.03865
1106,1.0000,96.3035,0.03866
1107,1.0000,96.3250,0.03866
1108,1.0000,96.3464,0.03867
1109,1.0000,96.3677,0.03868
1110,1.0000,96.3891,0.03868
1111,1.0000,96.4105,0.03869
1112,1.0000,96.4318,0.03870
1113,1.0000,96.4532,0.03870
1114,1.0000,96.4745,0.03871
1115,1.0000,96.4958,0.03872
1116,1.0000,96.5172,0.03873
1117,1.0000,96.5385,0.03873
1118,1.0000,96.5598,0.03874
1119,1.0000,96.5810,0.03875
1120,1.0000,96.6023,0.03875
1121,1.0000,96.6236,0.03876
1122,1.0000,96.6448,0.03877
1123,1.0000,96.6661,0.03877
1124,1.0000,96.6873,0.03878
1125,1.0000,96.7085,0.03879
1126,1.0000,96.7298,0.03879
1127,1.0000,96.7510,0.03880
1128,1.0000,96.7722,0.03881
1129,1.0000,96.7933,0.03881
1130,1.0000,96.8145,0.03882
1131,1.0000,96.8357,0.03883
1132,1.0000,96.8568,0.03883
1133,1.0000,96.8780,0.03884
1134,1.0000,96.8991,0.03885
1135,1.0000,96.9203,0.03885
1136,1.0000,96.9414,0.03886
1137,1.0000,96.9625,0.03887
1138,1.0000,96.9836,0.03887
1139,1.0000,97.0047,0.03888
1140,1.0000,97.0258,0.03889
1141,1.0000,97.0468,0.03889
1142,1.0000,97.0679,0.03890
1143,1.0000,97.0889,0.03891
1144,1.0000,97.1100,0.03891
1145,1.0000,97.1310,0.03892
1146,1.0000,97.1521,0.03893
1147,1.0000,97.1731,0.03893
1148,1.0000,97.1941,0.03894
1149,1.0000,97.2151,0.03895
1150,1.0000,97.2361,0.03895
1151,1.0000,97.2570,0.03896
1152,1.0000,97.2780,0.03897
1153,1.0000,97.2990,0.03897
1154,1.0000,97.3199,0.03898
1155,1.0000,97.3409,0.03899
1156,1.0000,97.3618,0.03899
1157,1.0000,97.3827,0.03900
1158,1.0000,97.4036,0.03901
1159,1.0000,97.4245,0.03901
1160,1.0000,97.4454,0.03902
1161,1.0000,97.4663,0.03902
1162,1.0000,97.4872,0.03903
1163,1.0000,97.5081,0.03904
1164,1.0000,97.5289,0.03904
1165,1.0000,97.5498,0.03905
1166,1.0000,97.5706,0.03906
1167,1.0000,97.5914,0.03906
1168,1.0000,97.6123,0.03907
1169,1.0000,97.6331,0.03908
1170,1.0000,97.6539,0.03908
1171,1.0000,97.6747,0.03909
1172,1.0000,97.6954,0.03909
1173,1.0000,97.7162,0.03910
1174,1.0000,97.7370,0.03911
1175,1.0000,97.7577,0.03911
1176,1.0000,97.7785,0.03912
1177,1.0000,97.7992,0.03913
1178,1.0000,97.8199,0.03913
1179,1.0000,97.8406,0.03914
1180,1.0000,97.8614,0.03914
1181,1.0000,97.8821,0.03915
1182,1.0000,97.9027,0.03916
1183,1.0000,97.9234,0.03916
1184,1.0000,97.9441,0.03917
1185,1.0000,97.9647,0.03917
1186,1.0000,97.9854,0.03918
1187,1.0000,98.0060,0.03919
1188,1.0000,98.0267,0.03919
1189,1.0000,98.0473,0.03920
1190,1.0000,98.0679,0.03920
1191,1.0000,98.0885,0.03921
1192,1.0000,98.1091,0.03922
1193,1.0000,98.1297,0.03922
1194,1.0000,98.1503,0.03923
1195,1.0000,98.1708,0.03924
1196,1.0000,98.1914,0.03924
1197,1.0000,98.2119,0.03925
1198,1.0000,98.2325,0.03925
1199,1.0000,98.2530,0.03926
1200,1.0000,98.2735,0.03927
1201,1.0000,98.2940,0.03927
1202,1.0000,98.3145,0.03928
1203,1.0000,98.3350,0.03928
1204,1.0000,98.3555,0.03929
1205,1.0000,98.3759,0.03929
1206,1.0000,98.3964,0.03930
1207,1.0000,98.4169,0.03931
1208,1.0000,98.4373,0.03931
1209,1.0000,98.4577,0.03932
1210,1.0000,98.4782,0.03932
1211,1.0000,98.4986,0.03933
1212,1.0000,98.5190,0.03934
1213,1.0000,98.5394,0.03934
1214,1.0000,98.5598,0.03935
1215,1.0000,98.5801,0.03935
1216,1.0000,98.6005,0.03936
1217,1.0000,98.6209,0.03937
1218,1.0000,98.6412,0.03937
1219,1.0000,98.6615,0.03938
1220,1.0000,98.6819,0.03938
1221,1.0000,98.7022,0.03939
1222,1.0000,98.7225,0.03939
1223,1.0000,98.7428,0.03940
1224,1.0000,98.7631,0.03941
1225,1.0000,98.7834,0.03941
1226,1.0000,98.8036,0.03942
1227,1.0000,98.8239,0.03942
1228,1.0000,98.8442,0.03943
1229,1.0000,98.8644,0.03943
1230,1.0000,98.8846,0.03944
1231,1.0000,98.9049,0.03945
1232,1.0000,98.9251,0.03945
1233,1.0000,98.9453,0.03946
1234,1.0000,98.9655,0.03946
1235,1.0000,98.9857,0.03947
1236,1.0000,99.0058,0.03947
1237,1.0000,99.0260,0.03948
1238,1.0000,99.0461,0.03949
1239,1.0000,99.0663,0.03949
1240,1.0000,99.0864,0.03950
1241,1.0000,99.1065,0.03950
1242,1.0000,99.1267,0.03951
1243,1.0000,99.1468,0.03951
1244,1.0000,99.1669,0.03952
1245,1.0000,99.1869,0.03952
1246,1.0000,99.2070,0.03953
1247,1.0000,99.2271,0.03954
1248,1.0000,99.2471,0.03954
1249,1.0000,99.2672,0.03955
1250,1.0000,99.2872,0.03955
1251,1.0000,99.3072,0.03956
1252,1.0000,99.3272,0.03956
1253,1.0000,99.3472,0.03957
1254,1.0000,99.3672,0.03957
1255,1.0000,99.3872,0.03958
1256,1.0000,99.4072,0.03958
1257,1.0000,99.4272,0.03959
1258,1.0000,99.4471,0.03960
1259,1.0000,99.4671,0.03960
1260,1.0000,99.4870,0.03961
1261,1.0000,99.5069,0.03961
1262,1.0000,99.5268,0.03962
1263,1.0000,99.5467,0.03962
1264,1.0000,99.5666,0.03963
1265,1.0000,99.5865,0.03963
1266,1.0000,99.6064,0.03964
1267,1.0000,99.6262,0.03964
1268,1.0000,99.6461,0.03965
1269,1.0000,99.6660,0.03966
1270,1.0000,99.6858,0.03966
1271,1.0000,99.7056,0.03967
1272,1.0000,99.7254,0.03967
1273,1.0000,99.7452,0.03968
1274,1.0000,99.7650,0.03968
1275,1.0000,99.7848,0.03969
1276,1.0000,99.8046,0.03969
1277,1.0000,99.8244,0.03970
1278,1.0000,99.8441,0.03970
1279,1.0000,99.8639,0.03971
1280,1.0000,99.8836,0.03971
1281,1.0000,99.9034,0.03972
1282,1.0000,99.9231,0.03972
1283,1.0000,99.9428,0.03973
1284,1.0000,99.9625,0.03973
1285,1.0000,99.9822,0.03974
1286,1.0000,100.0019,0.03975
1287,1.0000,100.0216,0.03975
1288,1.0000,100.0412,0.03976
1289,1.0000,100.0609,0.03976
1290,1.0000,100.0805,0.03977
1291,1.0000,100.1002,0.03977
1292,1.0000,100.1198,0.03978
1293,1.0000,100.1394,0.03978
1294,1.0000,100.1591,0.03979
1295,1.0000,100.1787,0.03979
1296,1.0000,100.1983,0.03980
1297,1.0000,100.2178,0.03980
1298,1.0000,100.2374,0.03981
1299,1.0000,100.2570,0.03981
1300,1.0000,100.2765,0.03982
1301,1.0000,100.2961,0.03982
1302,1.0000,100.3156,0.03983
1303,1.0000,100.3352,0.03983
1304,1.0000,100.3547,0.03984
1305,1.0000,100.3742,0.03984
1306,1.0000,100.3937,0.03985
1307,1.0000,100.4132,0.03985
1308,1.0000,100.4327,0.03986
1309,1.0000,100.4522,0.03986
1310,1.0000,100.4717,0.03987
1311,1.0000,100.4911,0.03987
1312,1.0000,100.5106,0.03988
1313,1.0000,100.5300,0.03988
1314,1.0000,100.5495,0.03989
1315,1.0000,100.5689,0.03990
1316,1.0000,100.5883,0.03990
1317,1.0000,100.6077,0.03991
1318,1.0000,100.6271,0.03991
1319,1.0000,100.6465,0.03992
1320,1.0000,100.6659,0.03992
1321,1.0000,100.6853,0.03993
1322,1.0000,100.7046,0.03993
1323,1.0000,100.7240,0.03994
1324,1.0000,100.7434,0.03994
1325,1.0000,100.7627,0.03995
1326,1.0000,100.7820,0.03995
1327,1.0000,100.8013,0.03996
1328,1.0000,100.8207,0.03996
1329,1.0000,100.8400,0.03997
1330,1.0000,100.8593,0.03997
1331,1.0000,100.8786,0.03998
1332,1.0000,100.8978,0.03998
1333,1.0000,100.9171,0.03999
1334,1.0000,100.9364,0.03999
1335,1.0000,100.9556,0.04000
1336,1.0000,100.9749,0.04000
1337,1.0000,100.9941,0.04001
1338,1.0000,101.0134,0.04001
1339,1.0000,101.0326,0.04002
1340,1.0000,101.0518,0.04002
1341,1.0000,101.0710,0.04003
1342,1.0000,101.0902,0.04003
1343,1.0000,101.1094,0.04004
1344,1.0000,101.1286,0.04004
1345,1.0000,101.1477,0.04004
1346,1.0000,101.1669,0.04005
1347,1.0000,101.1861,0.04005
1348,1.0000,101.2052,0.04006
1349,1.0000,101.2244,0.04006
1350,1.0000,101.2435,0.04007
1351,1.0000,101.2626,0.04007
1352,1.0000,101.2817,0.04008
1353,1.0000,101.3008,0.04008
1354,1.0000,101.3200,0.04009
1355,1.0000,101.3390,0.04009
1356,1.0000,101.3581,0.04010
1357,1.0000,101.3772,0.04010
1358,1.0000,101.3963,0.04011
1359,1.0000,101.4153,0.04011
1360,1.0000,101.4344,0.04012
1361,1.0000,101.4535,0.04012
1362,1.0000,101.4725,0.04013
1363,1.0000,101.4915,0.04013
1364,1.0000,101.5106,0.04014
1365,1.0000,101.5296,0.04014
1366,1.0000,101.5486,0.04015
1367,1.0000,101.5676,0.04015
1368,1.0000,101.5866,0.04016
1369,1.0000,101.6056,0.04016
1370,1.0000,101.6246,0.04017
1371,1.0000,101.6435,0.04017
1372,1.0000,101.6625,0.04018
1373,1.0000,101.6815,0.04018
1374,1.0000,101.7004,0.04019
1375,1.0000,101.7194,0.04019
1376,1.0000,101.7383,0.04020
1377,1.0000,101.7572,0.04020
1378,1.0000,101.7762,0.04020
1379,1.0000,101.7951,0.04021
1380,1.0000,101.8140,0.04021
1381,1.0000,101.8329,0.04022
1382,1.0000,101.8518,0.04022
1383,1.0000,101.8707,0.04023
1384,1.0000,101.8896,0.04023
1385,1.0000,101.9085,0.04024
1386,1.0000,101.9274,0.04024
1387,1.0000,101.9462,0.04025
1388,1.0000,101.9651,0.04025
1389,1.0000,101.9839,0.04026
1390,1.0000,102.0028,0.04026
1391,1.0000,102.0216,0.04027
1392,1.0000,102.0405,0.04027
1393,1.0000,102.0593,0.04028
1394,1.0000,102.0781,0.04028
1395,1.0000,102.0970,0.04029
1396,1.0000,102.1158,0.04029
1397,1.0000,102.1346,0.04030
1398,1.0000,102.1534,0.04030
1399,1.0000,102.1722,0.04030
1400,1.0000,102.1910,0.04031
1401,1.0000,102.2097,0.04031
1402,1.0000,102.2285,0.04032
1403,1.0000,102.2473,0.04032
1404,1.0000,102.2661,0.04033
1405,1.0000,102.2848,0.04033
1406,1.0000,102.3036,0.04034
1407,1.0000,102.3223,0.04034
1408,1.0000,102.3411,0.04035
1409,1.0000,102.3598,0.04035
1410,1.0000,102.3785,0.04036
1411,1.0000,102.3972,0.04036
1412,1.0000,102.4160,0.04037
1413,1.0000,102.4347,0.04037
1414,1.0000,102.4534,0.04037
1415,1.0000,102.4721,0.04038
1416,1.0000,102.4908,0.04038
1417,1.0000,102.5095,0.04039
1418,1.0000,102.5282,0.04039
1419,1.0000,102.5469,0.04040
1420,1.0000,102.5655,0.04040
1421,1.0000,102.5842,0.04041
1422,1.0000,102.6029,0.04041
1423,1.0000,102.6215,0.04042
1424,1.0000,102.6402,0.04042
1425,1.0000,102.6588,0.04043
1426,1.0000,102.6775,0.04043
1427,1.0000,102.6961,0.04044
1428,1.0000,102.7148,0.04044
1429,1.0000,102.7334,0.04044
1430,1.0000,102.7520,0.04045
1431,1.0000,102.7706,0.04045
1432,1.0000,102.7893,0.04046
1433,1.0000,102.8079,0.04046
1434,1.0000,102.8265,0.04047
1435,1.0000,102.8451,0.04047
1436,1.0000,102.8637,0.04048
1437,1.0000,102.8823,0.04048
1438,1.0000,102.9009,0.04049
1439,1.0000,102.9195,0.04049
1440,1.0000,102.9380,0.04050
1441,1.0000,102.9566,0.04050
1442,1.0000,102.9752,0.04050
1443,1.0000,102.9938,0.04051
1444,1.0000,103.0123,0.04051
1445,1.0000,103.0309,0.04052
1446,1.0000,103.0494,0.04052
1447,1.0000,103.0680,0.04053
1448,1.0000,103.0865,0.04053
1449,1.0000,103.1051,0.04054
1450,1.0000,103.1236,0.04054
1451,1.0000,103.1421,0.04055
1452,1.0000,103.1607,0.04055
1453,1.0000,103.1792,0.04055
1454,1.0000,103.1977,0.04056
1455,1.0000,103.2162,0.04056
1456,1.0000,103.2348,0.04057
1457,1.0000,103.2533,0.04057
1458,1.0000,103.2718,0.04058
1459,1.0000,103.2903,0.04058
1460,1.0000,103.3088,0.04059
1461,1.0000,103.3273,0.04059
1462,1.0000,103.3458,0.04060
1463,1.0000,103.3643,0.04060
1464,1.0000,103.3827,0.04060
1465,1.0000,103.4012,0.04061
1466,1.0000,103.4197,0.04061
1467,1.0000,103.4382,0.04062
1468,1.0000,103.4566,0.04062
1469,1.0000,103.4751,0.04063
1470,1.0000,103.4936,0.04063
1471,1.0000,103.5120,0.04064
1472,1.0000,103.5305,0.04064
1473,1.0000,103.5489,0.04065
1474,1.0000,103.5674,0.04065
1475,1.0000,103.5858,0.04065
1476,1.0000,103.6043,0.04066
1477,1.0000,103.6227,0.04066
1478,1.0000,103.6412,0.04067
1479,1.0000,103.6596,0.04067
1480,1.0000,103.6780,0.04068
1481,1.0000,103.6965,0.04068
1482,1.0000,103.7149,0.04069
1483,1.0000,103.7333,0.04069
1484,1.0000,103.7517,0.04069
1485,1.0000,103.7701,0.04070
1486,1.0000,103.7885,0.04070
1487,1.0000,103.8070,0.04071
1488,1.0000,103.8254,0.04071
1489,1.0000,103.8438,0.04072
1490,1.0000,103.8622,0.04072
1491,1.0000,103.8806,0.04073
1492,1.0000,103.8990,0.04073
1493,1.0000,103.9174,0.04073
1494,1.0000,103.9357,0.04074
1495,1.0000,103.9541,0.04074
1496,1.0000,103.9725,0.04075
1497,1.0000,103.9909,0.04075
1498,1.0000,104.0093,0.04076
1499,1.0000,104.0277,0.04076
1500,1.0000,104.0460,0.04077
1501,1.0000,104.0644,0.04077
1502,1.0000,104.0828,0.04078
1503,1.0000,104.1011,0.04078
1504,1.0000,104.1195,0.04078
1505,1.0000,104.1379,0.04079
1506,1.0000,104.1562,0.04079
1507,1.0000,104.1746,0.04080
1508,1.0000,104.1929,0.04080
1509,1.0000,104.2113,0.04081
1510,1.0000,104.2296,0.04081
1511,1.0000,104.2480,0.04082
1512,1.0000,104.2663,0.04082
1513,1.0000,104.2847,0.04082
1514,1.0000,104.3030,0.04083
1515,1.0000,104.3213,0.04083
1516,1.0000,104.3397,0.04084
1517,1.0000,104.3580,0.04084
1518,1.0000,104.3763,0.04085
1519,1.0000,104.3947,0.04085
1520,1.0000,104.4130,0.04086
1521,1.0000,104.4313,0.04086
1522,1.0000,104.4496,0.04086
1523,1.0000,104.4679,0.04087
1524,1.0000,104.4863,0.04087
1525,1.0000,104.5046,0.04088
1526,1.0000,104.5229,0.04088
1527,1.0000,104.5412,0.04089
1528,1.0000,104.5595,0.04089
1529,1.0000,104.5778,0.04089
1530,1.0000,104.5961,0.04090
1531,1.0000,104.6144,0.04090
1532,1.0000,104.6327,0.04091
1533,1.0000,104.6510,0.04091
1534,1.0000,104.6693,0.04092
1535,1.0000,104.6876,0.04092
1536,1.0000,104.7059,0.04093
1537,1.0000,104.7242,0.04093
1538,1.0000,104.7425,0.04093
1539,1.0000,104.7608,0.04094
1540,1.0000,104.7791,0.04094
1541,1.0000,104.7974,0.04095
1542,1.0000,104.8157,0.04095
1543,1.0000,104.8339,0.04096
1544,1.0000,104.8522,0.04096
1545,1.0000,104.8705,0.04097
1546,1.0000,104.8888,0.04097
1547,1.0000,104.9071,0.04097
1548,1.0000,104.9253,0.04098
1549,1.0000,104.9436,0.04098
1550,1.0000,104.9619,0.04099
1551,1.0000,104.9802,0.04099
1552,1.0000,104.9984,0.04100
1553,1.0000,105.0167,0.04100
1554,1.0000,105.0350,0.04100
1555,1.0000,105.0532,0.04101
1556,1.0000,105.0715,0.04101
1557,1.0000,105.0898,0.04102
1558,1.0000,105.1080,0.04102
1559,1.0000,105.1263,0.04103
1560,1.0000,105.1445,0.04103
1561,1.0000,105.1628,0.04104
1562,1.0000,105.1811,0.04104
1563,1.0000,105.1993,0.04104
1564,1.0000,105.2176,0.04105
1565,1.0000,105.2358,0.04105
1566,1.0000,105.2541,0.04106
1567,1.0000,105.2723,0.04106
1568,1.0000,105.2906,0.04107
1569,1.0000,105.3088,0.04107
1570,1.0000,105.3271,0.04107
1571,1.0000,105.3453,0.04108
1572,1.0000,105.3635,0.04108
1573,1.0000,105.3818,0.04109
1574,1.0000,105.4000,0.04109
1575,1.0000,105.4183,0.04110
1576,1.0000,105.4365,0.04110
1577,1.0000,105.4547,0.04111
1578,1.0000,105.4730,0.04111
1579,1.0000,105.4912,0.04111
1580,1.0000,105.5094,0.04112
1581,1.0000,105.5277,0.04112
1582,1.0000,105.5459,0.04113
1583,1.0000,105.5641,0.04113
1584,1.0000,105.5824,0.04114
1585,1.0000,105.6006,0.04114
1586,1.0000,105.6188,0.04114
1587,1.0000,105.6370,0.04115
1588,1.0000,105.6553,0.04115
1589,1.0000,105.6735,0.04116
1590,1.0000,105.6917,0.04116
1591,1.0000,105.7099,0.04117
1592,1.0000,105.7281,0.04117
1593,1.0000,105.7463,0.04117
1594,1.0000,105.7646,0.04118
1595,1.0000,105.7828,0.04118
1596,1.0000,105.8010,0.04119
1597,1.0000,105.8192,0.04119
1598,1.0000,105.8374,0.04120
1599,1.0000,105.8556,0.04120
1600,1.0000,105.8738,0.04120
1601,1.0000,105.8920,0.04121
1602,1.0000,105.9102,0.04121
1603,1.0000,105.9284,0.04122
1604,1.0000,105.9466,0.04122
1605,1.0000,105.9648,0.04123
1606,1.0000,105.9830,0.04123
1607,1.0000,106.0012,0.04123
1608,1.0000,106.0194,0.04124
