x,L,M,S
822,1.0000,88.2881,0.03830
823,1.0000,88.3152,0.03831
824,1.0000,88.3423,0.03831
825,1.0000,88.3695,0.03832
826,1.0000,88.3966,0.03833
827,1.0000,88.4236,0.03834
828,1.0000,88.4507,0.03834
829,1.0000,88.4777,0.03835
830,1.0000,88.5047,0.03836
831,1.0000,88.5317,0.03836
832,1.0000,88.5587,0.03837
833,1.0000,88.5856,0.03838
834,1.0000,88.6126,0.03838
835,1.0000,88.6395,0.03839
836,1.0000,88.6664,0.03840
837,1.0000,88.6932,0.03841
838,1.0000,88.7201,0.03841
839,1.0000,88.7469,0.03842
840,1.0000,88.7737,0.03843
841,1.0000,88.8005,0.03843
842,1.0000,88.8273,0.03844
843,1.0000,88.8540,0.03845
844,1.0000,88.8807,0.03845
845,1.0000,88.9074,0.03846
846,1.0000,88.9341,0.03847
847,1.0000,88.9608,0.03848
848,1.0000,88.9874,0.03848
849,1.0000,89.0140,0.03849
850,1.0000,89.0406,0.03850
851,1.0000,89.0672,0.03850
852,1.0000,89.0938,0.03851
853,1.0000,89.1203,0.03852
854,1.0000,89.1468,0.03852
855,1.0000,89.1733,0.03853
856,1.0000,89.1998,0.03854
857,1.0000,89.2263,0.03855
858,1.0000,89.2527,0.03855
859,1.0000,89.2791,0.03856
860,1.0000,89.3055,0.03857
861,1.0000,89.3319,0.03857
862,1.0000,89.3583,0.03858
863,1.0000,89.3846,0.03859
864,1.0000,89.4109,0.03859
865,1.0000,89.4372,0.03860
866,1.0000,89.4635,0.03861
867,1.0000,89.4898,0.03861
868,1.0000,89.5160,0.03862
869,1.0000,89.5422,0.03863
870,1.0000,89.5684,0.03864
871,1.0000,89.5946,0.03864
872,1.0000,89.6208,0.03865
873,1.0000,89.6469,0.03866
874,1.0000,89.6730,0.03866
875,1.0000,89.6991,0.03867
876,1.0000,89.7252,0.03868
877,1.0000,89.7513,0.03868
878,1.0000,89.7773,0.03869
879,1.0000,89.8033,0.03870
880,1.0000,89.8293,0.03870
881,1.0000,89.8553,0.03871
882,1.0000,89.8813,0.03872
883,1.0000,89.9072,0.03872
884,1.0000,89.9331,0.03873
885,1.0000,89.9591,0.03874
886,1.0000,89.9849,0.03874
887,1.0000,90.0108,0.03875
888,1.0000,90.0366,0.03876
889,1.0000,90.0625,0.03877
890,1.0000,90.0883,0.03877
891,1.0000,90.1141,0.03878
892,1.0000,90.1398,0.03879
893,1.0000,90.1656,0.03879
894,1.0000,90.1913,0.03880
895,1.0000,90.2170,0.03881
896,1.0000,90.2427,0.03881
897,1.0000,90.2684,0.03882
898,1.0000,90.2940,0.03883
899,1.0000,90.3197,0.03883
900,1.0000,90.3453,0.03884
901,1.0000,90.3709,0.03885
902,1.0000,90.3965,0.03885
903,1.0000,90.4220,0.03886
904,1.0000,90.4476,0.03887
905,1.0000,90.4731,0.03887
906,1.0000,90.4986,0.03888
907,1.0000,90.5240,0.03889
908,1.0000,90.5495,0.03889
909,1.0000,90.5750,0.03890
910,1.0000,90.6004,0.03891
911,1.0000,90.6258,0.03891
912,1.0000,90.6512,0.03892
913,1.0000,90.6765,0.03893
914,1.0000,90.7019,0.03893
915,1.0000,90.7272,0.03894
916,1.0000,90.7525,0.03895
917,1.0000,90.7778,0.03895
918,1.0000,90.8031,0.03896
919,1.0000,90.8283,0.03897
920,1.0000,90.8536,0.03897
921,1.0000,90.8788,0.03898
922,1.0000,90.9040,0.03899
923,1.0000,90.9292,0.03899
924,1.0000,90.9544,0.03900
925,1.0000,90.9795,0.03901
926,1.0000,91.0046,0.03901
927,1.0000,91.0297,0.03902
928,1.0000,91.0548,0.03903
929,1.0000,91.0799,0.03903
930,1.0000,91.1050,0.03904
931,1.0000,91.1300,0.03905
932,1.0000,91.1550,0.03905
933,1.0000,91.1800,0.03906
934,1.0000,91.2050,0.03907
935,1.0000,91.2300,0.03907
936,1.0000,91.2549,0.03908
937,1.0000,91.2799,0.03909
938,1.0000,91.3048,0.03909
939,1.0000,91.3297,0.03910
940,1.0000,91.3545,0.03911
941,1.0000,91.3794,0.03911
942,1.0000,91.4043,0.03912
943,1.0000,91.4291,0.03913
944,1.0000,91.4539,0.03913
945,1.0000,91.4787,0.03914
946,1.0000,91.5035,0.03915
947,1.0000,91.5282,0.03915
948,1.0000,91.5530,0.03916
949,1.0000,91.5777,0.03917
950,1.0000,91.6024,0.03917
951,1.0000,91.6271,0.03918
952,1.0000,91.6518,0.03918
953,1.0000,91.6764,0.03919
954,1.0000,91.7011,0.03920
955,1.0000,91.7257,0.03920
956,1.0000,91.7503,0.03921
957,1.0000,91.7749,0.03922
958,1.0000,91.7995,0.03922
959,1.0000,91.8241,0.03923
960,1.0000,91.8486,0.03924
961,1.0000,91.8731,0.03924
962,1.0000,91.8976,0.03925
963,1.0000,91.9221,0.03926
964,1.0000,91.9466,0.03926
965,1.0000,91.9711,0.03927
966,1.0000,91.9955,0.03928
967,1.0000,92.0200,0.03928
968,1.0000,92.0444,0.03929
969,1.0000,92.0688,0.03929
970,1.0000,92.0932,0.03930
971,1.0000,92.1175,0.03931
972,1.0000,92.1419,0.03931
973,1.0000,92.1662,0.03932
974,1.0000,92.1906,0.03933
975,1.0000,92.2149,0.03933
976,1.0000,92.2392,0.03934
977,1.0000,92.2635,0.03935
978,1.0000,92.2877,0.03935
979,1.0000,92.3120,0.03936
980,1.0000,92.3362,0.03936
981,1.0000,92.3604,0.03937
982,1.0000,92.3846,0.03938
983,1.0000,92.4088,0.03938
984,1.0000,92.4330,0.03939
985,1.0000,92.4572,0.03940
986,1.0000,92.4813,0.03940
987,1.0000,92.5054,0.03941
988,1.0000,92.5295,0.03942
989,1.0000,92.5536,0.03942
990,1.0000,92.5777,0.03943
991,1.0000,92.6018,0.03943
992,1.0000,92.6259,0.03944
993,1.0000,92.6499,0.03945
994,1.0000,92.6739,0.03945
995,1.0000,92.6980,0.03946
996,1.0000,92.7220,0.03947
997,1.0000,92.7459,0.03947
998,1.0000,92.7699,0.03948
999,1.0000,92.7939,0.03948
1000,1.0000,92.8178,0.03949
1001,1.0000,92.8418,0.03950
1002,1.0000,92.8657,0.03950
1003,1.0000,92.8896,0.03951
1004,1.0000,92.9135,0.03952
1005,1.0000,92.9373,0.03952
1006,1.0000,92.9612,0.03953
1007,1.0000,92.9850,0.03953
1008,1.0000,93.0089,0.03954
1009,1.0000,93.0327,0.03955
1010,1.0000,93.0565,0.03955
1011,1.0000,93.0803,0.03956
1012,1.0000,93.1041,0.03957
1013,1.0000,93.1278,0.03957
1014,1.0000,93.1516,0.03958
1015,1.0000,93.1753,0.03958
1016,1.0000,93.1991,0.03959
1017,1.0000,93.2228,0.03960
1018,1.0000,93.2465,0.03960
1019,1.0000,93.2702,0.03961
1020,1.0000,93.2938,0.03961
1021,1.0000,93.3175,0.03962
1022,1.0000,93.3411,0.03963
1023,1.0000,93.3648,0.03963
1024,1.0000,93.3884,0.03964
1025,1.0000,93.4120,0.03964
1026,1.0000,93.4356,0.03965
1027,1.0000,93.4592,0.03966
1028,1.0000,93.4827,0.03966
1029,1.0000,93.5063,0.03967
1030,1.0000,93.5298,0.03968
1031,1.0000,93.5534,0.03968
1032,1.0000,93.5769,0.03969
1033,1.0000,93.6004,0.03969
1034,1.0000,93.6239,0.03970
1035,1.0000,93.6473,0.03971
1036,1.0000,93.6708,0.03971
1037,1.0000,93.6943,0.03972
1038,1.0000,93.7177,0.03972
1039,1.0000,93.7411,0.03973
1040,1.0000,93.7646,0.03974
1041,1.0000,93.7880,0.03974
1042,1.0000,93.8113,0.03975
1043,1.0000,93.8347,0.03975
1044,1.0000,93.8581,0.03976
1045,1.0000,93.8814,0.03977
1046,1.0000,93.9048,0.03977
1047,1.0000,93.9281,0.03978
1048,1.0000,93.9514,0.03978
1049,1.0000,93.9747,0.03979
1050,1.0000,93.9980,0.03980
1051,1.0000,94.0213,0.03980
1052,1.0000,94.0446,0.03981
1053,1.0000,94.0678,0.03981
1054,1.0000,94.0911,0.03982
1055,1.0000,94.1143,0.03983
1056,1.0000,94.1376,0.03983
1057,1.0000,94.1608,0.03984
1058,1.0000,94.1840,0.03984
1059,1.0000,94.2071,0.03985
1060,1.0000,94.2303,0.03986
1061,1.0000,94.2535,0.03986
1062,1.0000,94.2766,0.03987
1063,1.0000,94.2998,0.03987
1064,1.0000,94.3229,0.03988
1065,1.0000,94.3460,0.03989
1066,1.0000,94.3691,0.03989
1067,1.0000,94.3922,0.03990
1068,1.0000,94.4153,0.03990
1069,1.0000,94.4384,0.03991
1070,1.0000,94.4615,0.03991
1071,1.0000,94.4845,0.03992
1072,1.0000,94.5075,0.03993
1073,1.0000,94.5306,0.03993
1074,1.0000,94.5536,0.03994
1075,1.0000,94.5766,0.03994
1076,1.0000,94.5996,0.03995
1077,1.0000,94.6226,0.03996
1078,1.0000,94.6455,0.03996
1079,1.0000,94.6685,0.03997
1080,1.0000,94.6914,0.03997
1081,1.0000,94.7144,0.03998
1082,1.0000,94.7373,0.03999
1083,1.0000,94.7602,0.03999
1084,1.0000,94.7831,0.04000
1085,1.0000,94.8060,0.04000
1086,1.0000,94.8289,0.04001
1087,1.0000,94.8518,0.04001
1088,1.0000,94.8747,0.04002
1089,1.0000,94.8975,0.04003
1090,1.0000,94.9203,0.04003
1091,1.0000,94.9432,0.04004
1092,1.0000,94.9660,0.04004
1093,1.0000,94.9888,0.04005
1094,1.0000,95.0116,0.04005
1095,1.0000,95.0344,0.04006
1096,1.0000,95.0572,0.04007
1097,1.0000,95.0799,0.04007
1098,1.0000,95.1027,0.04008
1099,1.0000,95.1254,0.04008
1100,1.0000,95.1482,0.04009
1101,1.0000,95.1709,0.04009
1102,1.0000,95.1936,0.04010
1103,1.0000,95.2163,0.04011
1104,1.0000,95.2390,0.04011
1105,1.0000,95.2617,0.04012
1106,1.0000,95.2844,0.04012
1107,1.0000,95.3070,0.04013
1108,1.0000,95.3297,0.04013
1109,1.0000,95.3523,0.04014
1110,1.0000,95.3750,0.04015
1111,1.0000,95.3976,0.04015
1112,1.0000,95.4202,0.04016
1113,1.0000,95.4428,0.04016
1114,1.0000,95.4654,0.04017
1115,1.0000,95.4880,0.04017
1116,1.0000,95.5105,0.04018
1117,1.0000,95.5331,0.04019
1118,1.0000,95.5556,0.04019
1119,1.0000,95.5782,0.04020
1120,1.0000,95.6007,0.04020
1121,1.0000,95.6232,0.04021
1122,1.0000,95.6457,0.04021
1123,1.0000,95.6682,0.04022
1124,1.0000,95.6907,0.04023
1125,1.0000,95.7132,0.04023
1126,1.0000,95.7356,0.04024
1127,1.0000,95.7581,0.04024
1128,1.0000,95.7805,0.04025
1129,1.0000,95.8030,0.04025
1130,1.0000,95.8254,0.04026
1131,1.0000,95.8478,0.04026
1132,1.0000,95.8702,0.04027
1133,1.0000,95.8926,0.04028
1134,1.0000,95.9150,0.04028
1135,1.0000,95.9374,0.04029
1136,1.0000,95.9597,0.04029
1137,1.0000,95.9821,0.04030
1138,1.0000,96.0044,0.04030
1139,1.0000,96.0268,0.04031
1140,1.0000,96.0491,0.04032
1141,1.0000,96.0714,0.04032
1142,1.0000,96.0937,0.04033
1143,1.0000,96.1160,0.04033
1144,1.0000,96.1383,0.04034
1145,1.0000,96.1606,0.04034
1146,1.0000,96.1828,0.04035
1147,1.0000,96.2051,0.04035
1148,1.0000,96.2273,0.04036
1149,1.0000,96.2495,0.04036
1150,1.0000,96.2718,0.04037
1151,1.0000,96.2940,0.04038
1152,1.0000,96.3162,0.04038
1153,1.0000,96.3384,0.04039
1154,1.0000,96.3606,0.04039
1155,1.0000,96.3827,0.04040
1156,1.0000,96.4049,0.04040
1157,1.0000,96.4270,0.04041
1158,1.0000,96.4492,0.04041
1159,1.0000,96.4713,0.04042
1160,1.0000,96.4934,0.04043
1161,1.0000,96.5156,0.04043
1162,1.0000,96.5377,0.04044
1163,1.0000,96.5598,0.04044
1164,1.0000,96.5818,0.04045
1165,1.0000,96.6039,0.04045
1166,1.0000,96.6260,0.04046
1167,1.0000,96.6480,0.04046
1168,1.0000,96.6701,0.04047
1169,1.0000,96.6921,0.04047
1170,1.0000,96.7141,0.04048
1171,1.0000,96.7362,0.04049
1172,1.0000,96.7582,0.04049
1173,1.0000,96.7802,0.04050
1174,1.0000,96.8021,0.04050
1175,1.0000,96.8241,0.04051
1176,1.0000,96.8461,0.04051
1177,1.0000,96.8680,0.04052
1178,1.0000,96.8900,0.04052
1179,1.0000,96.9119,0.04053
1180,1.0000,96.9339,0.04053
1181,1.0000,96.9558,0.04054
1182,1.0000,96.9777,0.04054
1183,1.0000,96.9996,0.04055
1184,1.0000,97.0215,0.04056
1185,1.0000,97.0434,0.04056
1186,1.0000,97.0652,0.04057
1187,1.0000,97.0871,0.04057
1188,1.0000,97.1089,0.04058
1189,1.0000,97.1308,0.04058
1190,1.0000,97.1526,0.04059
1191,1.0000,97.1744,0.04059
1192,1.0000,97.1963,0.04060
1193,1.0000,97.2181,0.04060
1194,1.0000,97.2399,0.04061
1195,1.0000,97.2616,0.04061
1196,1.0000,97.2834,0.04062
1197,1.0000,97.3052,0.04063
1198,1.0000,97.3269,0.04063
1199,1.0000,97.3487,0.04064
1200,1.0000,97.3704,0.04064
1201,1.0000,97.3922,0.04065
1202,1.0000,97.4139,0.04065
1203,1.0000,97.4356,0.04066
1204,1.0000,97.4573,0.04066
1205,1.0000,97.4790,0.04067
1206,1.0000,97.5007,0.04067
1207,1.0000,97.5223,0.04068
1208,1.0000,97.5440,0.04068
1209,1.0000,97.5657,0.04069
1210,1.0000,97.5873,0.04069
1211,1.0000,97.6089,0.04070
1212,1.0000,97.6306,0.04070
1213,1.0000,97.6522,0.04071
1214,1.0000,97.6738,0.04072
1215,1.0000,97.6954,0.04072
1216,1.0000,97.7170,0.04073
1217,1.0000,97.7385,0.04073
1218,1.0000,97.7601,0.04074
1219,1.0000,97.7817,0.04074
1220,1.0000,97.8032,0.04075
1221,1.0000,97.8248,0.04075
1222,1.0000,97.8463,0.04076
1223,1.0000,97.8678,0.04076
1224,1.0000,97.8893,0.04077
1225,1.0000,97.9108,0.04077
1226,1.0000,97.9323,0.04078
1227,1.0000,97.9538,0.04078
1228,1.0000,97.9753,0.04079
1229,1.0000,97.9968,0.04079
1230,1.0000,98.0182,0.04080
1231,1.0000,98.0397,0.04080
1232,1.0000,98.0611,0.04081
1233,1.0000,98.0825,0.04081
1234,1.0000,98.1039,0.04082
1235,1.0000,98.1253,0.04082
1236,1.0000,98.1467,0.04083
1237,1.0000,98.1681,0.04084
1238,1.0000,98.1895,0.04084
1239,1.0000,98.2109,0.04085
1240,1.0000,98.2322,0.04085
1241,1.0000,98.2536,0.04086
1242,1.0000,98.2749,0.04086
1243,1.0000,98.2963,0.04087
1244,1.0000,98.3176,0.04087
1245,1.0000,98.3389,0.04088
1246,1.0000,98.3602,0.04088
1247,1.0000,98.3815,0.04089
1248,1.0000,98.4028,0.04089
1249,1.0000,98.4241,0.04090
1250,1.0000,98.4453,0.04090
1251,1.0000,98.4666,0.04091
1252,1.0000,98.4878,0.04091
1253,1.0000,98.5091,0.04092
1254,1.0000,98.5303,0.04092
1255,1.0000,98.5515,0.04093
1256,1.0000,98.5727,0.04093
1257,1.0000,98.5939,0.04094
1258,1.0000,98.6151,0.04094
1259,1.0000,98.6363,0.04095
1260,1.0000,98.6575,0.04095
1261,1.0000,98.6786,0.04096
1262,1.0000,98.6998,0.04096
1263,1.0000,98.7209,0.04097
1264,1.0000,98.7421,0.04097
1265,1.0000,98.7632,0.04098
1266,1.0000,98.7843,0.04098
1267,1.0000,98.8054,0.04099
1268,1.0000,98.8265,0.04099
1269,1.0000,98.8476,0.04100
1270,1.0000,98.8687,0.04100
1271,1.0000,98.8897,0.04101
1272,1.0000,98.9108,0.04101
1273,1.0000,98.9318,0.04102
1274,1.0000,98.9529,0.04103
1275,1.0000,98.9739,0.04103
1276,1.0000,98.9949,0.04104
1277,1.0000,99.0159,0.04104
1278,1.0000,99.0369,0.04105
1279,1.0000,99.0579,0.04105
1280,1.0000,99.0789,0.04106
1281,1.0000,99.0999,0.04106
1282,1.0000,99.1208,0.04107
1283,1.0000,99.1418,0.04107
1284,1.0000,99.1628,0.04108
1285,1.0000,99.1837,0.04108
1286,1.0000,99.2046,0.04109
1287,1.0000,99.2255,0.04109
1288,1.0000,99.2464,0.04110
1289,1.0000,99.2673,0.04110
1290,1.0000,99.2882,0.04111
1291,1.0000,99.3091,0.04111
1292,1.0000,99.3300,0.04112
1293,1.0000,99.3509,0.04112
1294,1.0000,99.3717,0.04113
1295,1.0000,99.3926,0.04113
1296,1.0000,99.4134,0.04114
1297,1.0000,99.4342,0.04114
1298,1.0000,99.4550,0.04115
1299,1.0000,99.4758,0.04115
1300,1.0000,99.4966,0.04116
1301,1.0000,99.5174,0.04116
1302,1.0000,99.5382,0.04117
1303,1.0000,99.5590,0.04117
1304,1.0000,99.5798,0.04118
1305,1.0000,99.6005,0.04118
1306,1.0000,99.6212,0.04119
1307,1.0000,99.6420,0.04119
1308,1.0000,99.6627,0.04120
1309,1.0000,99.6834,0.04120
1310,1.0000,99.7041,0.04121
1311,1.0000,99.7248,0.04121
1312,1.0000,99.7455,0.04122
1313,1.0000,99.7662,0.04122
1314,1.0000,99.7869,0.04123
1315,1.0000,99.8075,0.04123
1316,1.0000,99.8282,0.04124
1317,1.0000,99.8488,0.04124
1318,1.0000,99.8695,0.04125
1319,1.0000,99.8901,0.04125
1320,1.0000,99.9107,0.04126
1321,1.0000,99.9313,0.04126
1322,1.0000,99.9519,0.04126
1323,1.0000,99.9725,0.04127
1324,1.0000,99.9931,0.04127
1325,1.0000,100.0137,0.04128
1326,1.0000,100.0342,0.04128
1327,1.0000,100.0548,0.04129
1328,1.0000,100.0753,0.04129
1329,1.0000,100.0959,0.04130
1330,1.0000,100.1164,0.04130
1331,1.0000,100.1369,0.04131
1332,1.0000,100.1574,0.04131
1333,1.0000,100.1779,0.04132
1334,1.0000,100.1984,0.04132
1335,1.0000,100.2189,0.04133
1336,1.0000,100.2394,0.04133
1337,1.0000,100.2598,0.04134
1338,1.0000,100.2803,0.04134
1339,1.0000,100.3007,0.04135
1340,1.0000,100.3212,0.04135
1341,1.0000,100.3416,0.04136
1342,1.0000,100.3620,0.04136
1343,1.0000,100.3824,0.04137
1344,1.0000,100.4028,0.04137
1345,1.0000,100.4232,0.04138
1346,1.0000,100.4436,0.04138
1347,1.0000,100.4640,0.04139
1348,1.0000,100.4843,0.04139
1349,1.0000,100.5047,0.04140
1350,1.0000,100.5250,0.04140
1351,1.0000,100.5454,0.04141
1352,1.0000,100.5657,0.04141
1353,1.0000,100.5860,0.04142
1354,1.0000,100.6063,0.04142
1355,1.0000,100.6266,0.04143
1356,1.0000,100.6469,0.04143
1357,1.0000,100.6672,0.04144
1358,1.0000,100.6875,0.04144
1359,1.0000,100.7077,0.04145
1360,1.0000,100.7280,0.04145
1361,1.0000,100.7482,0.04146
1362,1.0000,100.7685,0.04146
1363,1.0000,100.7887,0.04146
1364,1.0000,100.8089,0.04147
1365,1.0000,100.8291,0.04147
1366,1.0000,100.8493,0.04148
1367,1.0000,100.8695,0.04148
1368,1.0000,100.8897,0.04149
1369,1.0000,100.9099,0.04149
1370,1.0000,100.9301,0.04150
1371,1.0000,100.9502,0.04150
1372,1.0000,100.9704,0.04151
1373,1.0000,100.9905,0.04151
1374,1.0000,101.0107,0.04152
1375,1.0000,101.0308,0.04152
1376,1.0000,101.0509,0.04153
1377,1.0000,101.0710,0.04153
1378,1.0000,101.0911,0.04154
1379,1.0000,101.1112,0.04154
1380,1.0000,101.1313,0.04155
1381,1.0000,101.1514,0.04155
1382,1.0000,101.1714,0.04156
1383,1.0000,101.1915,0.04156
1384,1.0000,101.2115,0.04157
1385,1.0000,101.2316,0.04157
1386,1.0000,101.2516,0.04158
1387,1.0000,101.2716,0.04158
1388,1.0000,101.2917,0.04158
1389,1.0000,101.3117,0.04159
1390,1.0000,101.3317,0.04159
1391,1.0000,101.3517,0.04160
1392,1.0000,101.3716,0.04160
1393,1.0000,101.3916,0.04161
1394,1.0000,101.4116,0.04161
1395,1.0000,101.4315,0.04162
1396,1.0000,101.4515,0.04162
1397,1.0000,101.4714,0.04163
1398,1.0000,101.4914,0.04163
1399,1.0000,101.5113,0.04164
1400,1.0000,101.5312,0.04164
1401,1.0000,101.5511,0.04165
1402,1.0000,101.5710,0.04165
1403,1.0000,101.5909,0.04166
1404,1.0000,101.6108,0.04166
1405,1.0000,101.6306,0.04167
1406,1.0000,101.6505,0.04167
1407,1.0000,101.6704,0.04167
1408,1.0000,101.6902,0.04168
1409,1.0000,101.7101,0.04168
1410,1.0000,101.7299,0.04169
1411,1.0000,101.7497,0.04169
1412,1.0000,101.7695,0.04170
1413,1.0000,101.7893,0.04170
1414,1.0000,101.8091,0.04171
1415,1.0000,101.8289,0.04171
1416,1.0000,101.8487,0.04172
1417,1.0000,101.8685,0.04172
1418,1.0000,101.8883,0.04173
1419,1.0000,101.9080,0.04173
1420,1.0000,101.9278,0.04174
1421,1.0000,101.9475,0.04174
1422,1.0000,101.9673,0.04175
1423,1.0000,101.9870,0.04175
1424,1.0000,102.0067,0.04175
1425,1.0000,102.0264,0.04176
1426,1.0000,102.0461,0.04176
1427,1.0000,102.0658,0.04177
1428,1.0000,102.0855,0.04177
1429,1.0000,102.1052,0.04178
1430,1.0000,102.1249,0.04178
1431,1.0000,102.1446,0.04179
1432,1.0000,102.1642,0.04179
1433,1.0000,102.1839,0.04180
1434,1.0000,102.2035,0.04180
1435,1.0000,102.2232,0.04181
1436,1.0000,102.2428,0.04181
1437,1.0000,102.2624,0.04181
1438,1.0000,102.2820,0.04182
1439,1.0000,102.3016,0.04182
1440,1.0000,102.3212,0.04183
1441,1.0000,102.3408,0.04183
1442,1.0000,102.3604,0.04184
1443,1.0000,102.3800,0.04184
1444,1.0000,102.3996,0.04185
1445,1.0000,102.4191,0.04185
1446,1.0000,102.4387,0.04186
1447,1.0000,102.4582,0.04186
1448,1.0000,102.4778,0.04187
1449,1.0000,102.4973,0.04187
1450,1.0000,102.5168,0.04187
1451,1.0000,102.5364,0.04188
1452,1.0000,102.5559,0.04188
1453,1.0000,102.5754,0.04189
1454,1.0000,102.5949,0.04189
1455,1.0000,102.6144,0.04190
1456,1.0000,102.6338,0.04190
1457,1.0000,102.6533,0.04191
1458,1.0000,102.6728,0.04191
1459,1.0000,102.6923,0.04192
1460,1.0000,102.7117,0.04192
1461,1.0000,102.7312,0.04193
1462,1.0000,102.7506,0.04193
1463,1.0000,102.7700,0.04193
1464,1.0000,102.7895,0.04194
1465,1.0000,102.8089,0.04194
1466,1.0000,102.8283,0.04195
1467,1.0000,102.8477,0.04195
1468,1.0000,102.8671,0.04196
1469,1.0000,102.8865,0.04196
1470,1.0000,102.9059,0.04197
1471,1.0000,102.9252,0.04197
1472,1.0000,102.9446,0.04198
1473,1.0000,102.9640,0.04198
1474,1.0000,102.9833,0.04198
1475,1.0000,103.0027,0.04199
1476,1.0000,103.0220,0.04199
1477,1.0000,103.0414,0.04200
1478,1.0000,103.0607,0.04200
1479,1.0000,103.0800,0.04201
1480,1.0000,103.0993,0.04201
1481,1.0000,103.1186,0.04202
1482,1.0000,103.1379,0.04202
1483,1.0000,103.1572,0.04203
1484,1.0000,103.1765,0.04203
1485,1.0000,103.1958,0.04203
1486,1.0000,103.2151,0.04204
1487,1.0000,103.2343,0.04204
1488,1.0000,103.2536,0.04205
1489,1.0000,103.2728,0.04205
1490,1.0000,103.2921,0.04206
1491,1.0000,103.3113,0.04206
1492,1.0000,103.3306,0.04207
1493,1.0000,103.3498,0.04207
1494,1.0000,103.3690,0.04208
1495,1.0000,103.3882,0.04208
1496,1.0000,103.4074,0.04208
1497,1.0000,103.4266,0.04209
1498,1.0000,103.4458,0.04209
1499,1.0000,103.4650,0.04210
1500,1.0000,103.4842,0.04210
1501,1.0000,103.5034,0.04211
1502,1.0000,103.5225,0.04211
1503,1.0000,103.5417,0.04212
1504,1.0000,103.5608,0.04212
1505,1.0000,103.5800,0.04212
1506,1.0000,103.5991,0.04213
1507,1.0000,103.6183,0.04213
1508,1.0000,103.6374,0.04214
1509,1.0000,103.6565,0.04214
1510,1.0000,103.6756,0.04215
1511,1.0000,103.6947,0.04215
1512,1.0000,103.7138,0.04216
1513,1.0000,103.7329,0.04216
1514,1.0000,103.7520,0.04216
1515,1.0000,103.7711,0.04217
1516,1.0000,103.7902,0.04217
1517,1.0000,103.8092,0.04218
1518,1.0000,103.8283,0.04218
1519,1.0000,103.8473,0.04219
1520,1.0000,103.8664,0.04219
1521,1.0000,103.8854,0.04220
1522,1.0000,103.9045,0.04220
1523,1.0000,103.9235,0.04220
1524,1.0000,103.9425,0.04221
1525,1.0000,103.9616,0.04221
1526,1.0000,103.9806,0.04222
1527,1.0000,103.9996,0.04222
1528,1.0000,104.0186,0.04223
1529,1.0000,104.0376,0.04223
1530,1.0000,104.0565,0.04224
1531,1.0000,104.0755,0.04224
1532,1.0000,104.0945,0.04224
1533,1.0000,104.1135,0.04225
1534,1.0000,104.1324,0.04225
1535,1.0000,104.1514,0.04226
1536,1.0000,104.1703,0.04226
1537,1.0000,104.1893,0.04227
1538,1.0000,104.2082,0.04227
1539,1.0000,104.2271,0.04227
1540,1.0000,104.2461,0.04228
1541,1.0000,104.2650,0.04228
1542,1.0000,104.2839,0.04229
1543,1.0000,104.3028,0.04229
1544,1.0000,104.3217,0.04230
1545,1.0000,104.3406,0.04230
1546,1.0000,104.3595,0.04231
1547,1.0000,104.3784,0.04231
1548,1.0000,104.3972,0.04231
1549,1.0000,104.4161,0.04232
1550,1.0000,104.4350,0.04232
1551,1.0000,104.4538,0.04233
1552,1.0000,104.4727,0.04233
1553,1.0000,104.4915,0.04234
1554,1.0000,104.5104,0.04234
1555,1.0000,104.5292,0.04234
1556,1.0000,104.5480,0.04235
1557,1.0000,104.5668,0.04235
1558,1.0000,104.5856,0.04236
1559,1.0000,104.6045,0.04236
1560,1.0000,104.6233,0.04237
1561,1.0000,104.6421,0.04237
1562,1.0000,104.6608,0.04238
1563,1.0000,104.6796,0.04238
1564,1.0000,104.6984,0.04238
1565,1.0000,104.7172,0.04239
1566,1.0000,104.7360,0.04239
1567,1.0000,104.7547,0.04240
1568,1.0000,104.7735,0.04240
1569,1.0000,104.7922,0.04241
1570,1.0000,104.8110,0.04241
1571,1.0000,104.8297,0.04241
1572,1.0000,104.8484,0.04242
1573,1.0000,104.8672,0.04242
1574,1.0000,104.8859,0.04243
1575,1.0000,104.9046,0.04243
1576,1.0000,104.9233,0.04244
1577,1.0000,104.9420,0.04244
1578,1.0000,104.9607,0.04244
1579,1.0000,104.9794,0.04245
1580,1.0000,104.9981,0.04245
1581,1.0000,105.0167,0.04246
1582,1.0000,105.0354,0.04246
1583,1.0000,105.0541,0.04247
1584,1.0000,105.0727,0.04247
1585,1.0000,105.0914,0.04247
1586,1.0000,105.1100,0.04248
1587,1.0000,105.1287,0.04248
1588,1.0000,105.1473,0.04249
1589,1.0000,105.1660,0.04249
1590,1.0000,105.1846,0.04250
1591,1.0000,105.2032,0.04250
1592,1.0000,105.2218,0.04250
1593,1.0000,105.2404,0.04251
1594,1.0000,105.2590,0.04251
1595,1.0000,105.2776,0.04252
1596,1.0000,105.2962,0.04252
1597,1.0000,105.3148,0.04253
1598,1.0000,105.3334,0.04253
1599,1.0000,105.3520,0.04253
1600,1.0000,105.3705,0.04254
1601,1.0000,105.3891,0.04254
1602,1.0000,105.4076,0.04255
1603,1.0000,105.4262,0.04255
1604,1.0000,105.4447,0.04256
1605,1.0000,105.4633,0.04256
1606,1.0000,105.4818,0.04256
1607,1.0000,105.5003,0.04257
1608,1.0000,105.5189,0.04257
